term,E,P,A,E2,P2,A2
cut_someone_down_to_size,-1.36,1.39,1.13,-1.36,1.39,1.13
cut_the_pay_of,-2.29,1.96,0.08,-2.29,1.96,0.08
damn,-2.70,0.86,1.32,-2.70,0.86,1.32
dance_with,2.71,1.43,1.00,2.71,1.43,1.00
dare,-0.51,0.87,1.26,-0.51,0.87,1.26
date,2.29,1.59,0.83,2.29,1.59,0.83
dazzle,2.34,2.10,1.60,2.34,2.10,1.60
deafen,-2.62,1.10,1.67,-2.62,1.10,1.67
debase,-1.73,0.23,0.28,-1.73,0.23,0.28
debate_with,1.14,1.73,1.82,1.14,1.73,1.82
debrief,1.43,1.48,0.10,1.43,1.48,0.10
deceive,-2.78,0.62,-0.32,-2.78,0.62,-0.32
decorate,1.29,0.97,0.57,1.29,0.97,0.57
defame,-1.83,0.94,1.00,-1.83,0.94,1.00
defeat,0.85,2.17,1.42,0.85,2.17,1.42
defend,2.76,2.81,1.73,2.76,2.81,1.73
defer_to,-0.17,0.40,-0.46,-0.17,0.40,-0.46
defile,-3.13,0.61,1.25,-3.13,0.61,1.25
deflate,-2.36,1.08,0.54,-2.36,1.08,0.54
defy,-1.14,1.49,0.89,-1.14,1.49,0.89
degrade,-3.52,0.75,0.18,-3.52,0.75,0.18
delay,-2.04,0.54,-0.03,-2.04,0.54,-0.03
delay_payment_to,-2.76,0.21,-0.98,-2.76,0.21,-0.98
delight,2.86,2.17,0.92,2.86,2.17,0.92
delude,-1.67,1.04,-0.52,-1.67,1.04,-0.52
demand,-1.33,1.48,1.54,-1.33,1.48,1.54
demean,-2.64,0.51,1.21,-2.64,0.51,1.21
demoralize,-3.13,1.36,0.73,-3.13,1.36,0.73
demote,-1.39,1.36,0.45,-1.39,1.36,0.45
denigrate,-2.14,0.52,0.71,-2.14,0.52,0.71
denounce,-2.02,1.14,1.00,-2.02,1.14,1.00
deny,-0.88,1.53,0.07,-0.88,1.53,0.07
deport,-1.44,2.01,1.09,-1.44,2.01,1.09
deprave,-2.32,0.71,0.07,-2.32,0.71,0.07
deprecate,-2.30,0.21,0.56,-2.30,0.21,0.56
depress,-3.39,0.63,-1.12,-3.39,0.63,-1.12
deprive,-2.41,1.24,-0.43,-2.41,1.24,-0.43
deride,-1.63,0.08,0.82,-1.63,0.08,0.82
desert,-3.02,0.48,-0.15,-3.02,0.48,-0.15
desire,1.24,0.80,0.00,1.24,0.80,0.00
desire_sexually,1.56,1.51,1.30,1.56,1.51,1.30
despise,-2.04,0.44,0.17,-2.04,0.44,0.17
destroy,-3.73,2.28,1.84,-3.73,2.28,1.84
detain,-0.88,1.90,0.47,-0.88,1.90,0.47
deter,-1.16,1.07,0.27,-1.16,1.07,0.27
detest,-1.90,0.30,0.31,-1.90,0.30,0.31
diagnose,1.14,2.07,-0.51,1.14,2.07,-0.51
dicker_with,-1.30,-0.06,1.11,-1.30,-0.06,1.11
diddle,-0.67,0.38,1.00,-0.67,0.38,1.00
dine_with,2.30,1.15,0.20,2.30,1.15,0.20
direct,1.56,2.02,1.07,1.56,2.02,1.07
disable,-2.74,0.75,0.73,-2.74,0.75,0.73
disagree_with,0.24,1.33,1.11,0.24,1.33,1.11
disappoint,-2.78,0.00,-1.07,-2.78,0.00,-1.07
disapprove_of,-0.79,1.11,0.00,-0.79,1.11,0.00
disbelieve,-0.78,0.63,-0.45,-0.78,0.63,-0.45
discharge,-0.47,1.56,0.18,-0.47,1.56,0.18
discipline,0.92,2.05,1.10,0.92,2.05,1.10
discomfort,-2.26,0.69,0.52,-2.26,0.69,0.52
disconcert,-1.36,0.59,0.12,-1.36,0.59,0.12
discourage,-2.59,0.09,0.20,-2.59,0.09,0.20
discredit,-1.81,1.26,0.62,-1.81,1.26,0.62
discriminate_against,-3.46,0.05,0.47,-3.46,0.05,0.47
discuss_something_with,1.60,1.41,0.21,1.60,1.41,0.21
disenchant,-1.40,0.43,-0.02,-1.40,0.43,-0.02
disgrace,-2.51,0.76,0.47,-2.51,0.76,0.47
disillusion,-1.69,1.23,0.48,-1.69,1.23,0.48
dislike,-1.20,0.54,-0.07,-1.20,0.54,-0.07
dismay,-1.85,0.18,0.02,-1.85,0.18,0.02
dismiss,-1.65,1.12,0.27,-1.65,1.12,0.27
disobey,-1.40,0.97,0.69,-1.40,0.97,0.69
disparage,-2.29,0.54,0.36,-2.29,0.54,0.36
displease,-1.90,0.03,0.26,-1.90,0.03,0.26
dispute,-0.04,1.36,1.54,-0.04,1.36,1.54
disqualify,-1.16,1.51,0.78,-1.16,1.51,0.78
disregard,-1.94,0.11,-0.66,-1.94,0.11,-0.66
disrespect,-3.07,0.40,0.92,-3.07,0.40,0.92
dissuade,0.06,1.68,0.44,0.06,1.68,0.44
distract,-1.07,1.04,1.31,-1.07,1.04,1.31
distress,-2.10,0.83,0.90,-2.10,0.83,0.90
distrust,-1.44,0.78,-0.63,-1.44,0.78,-0.63
disturb,-2.09,1.03,1.70,-2.09,1.03,1.70
divorce,-2.05,1.20,0.15,-2.05,1.20,0.15
dominate,-1.34,2.55,1.86,-1.34,2.55,1.86
dote_on,0.52,0.44,0.22,0.52,0.44,0.22
double_cross,-2.99,1.10,0.65,-2.99,1.10,0.65
doubt,-0.95,0.38,-0.45,-0.95,0.38,-0.45
draw_near_to,1.53,1.08,-0.79,1.53,1.08,-0.79
dress,1.28,1.14,-0.32,1.28,1.14,-0.32
drink_to,1.42,1.10,1.62,1.42,1.10,1.62
drink_with,1.03,0.65,1.24,1.03,0.65,1.24
drive_out,-1.50,1.33,1.08,-1.50,1.33,1.08
drone_on_at,-2.07,-0.38,-0.14,-2.07,-0.38,-0.14
drug,-3.32,1.24,-0.47,-3.32,1.24,-0.47
dupe,-2.39,0.82,0.42,-2.39,0.82,0.42
eat_with,2.71,1.25,1.00,2.71,1.25,1.00
educate,3.29,3.22,0.27,3.29,3.22,0.27
elbow,-1.64,0.49,1.08,-1.64,0.49,1.08
elect,1.86,2.75,1.76,1.86,2.75,1.76
elude,-0.53,0.42,-0.66,-0.53,0.42,-0.66
embarrass,-2.37,1.06,1.49,-2.37,1.06,1.49
embezzle_from,-3.05,0.85,-0.32,-3.05,0.85,-0.32
embrace,3.12,2.50,-0.91,3.12,2.50,-0.91
employ,2.50,2.60,0.32,2.50,2.60,0.32
emulate,0.62,0.51,0.06,0.62,0.51,0.06
enchant,1.60,2.07,0.25,1.60,2.07,0.25
encourage,3.41,2.87,1.30,3.41,2.87,1.30
endanger,-3.22,1.23,1.22,-3.22,1.23,1.22
endorse,1.84,1.72,1.02,1.84,1.72,1.02
endure,0.45,0.68,-1.03,0.45,0.68,-1.03
engage,1.81,2.07,1.26,1.81,2.07,1.26
enjoy,3.01,2.06,0.58,3.01,2.06,0.58
enrage,-2.41,1.66,1.96,-2.41,1.66,1.96
enrapture,0.21,2.04,0.58,0.21,2.04,0.58
enslave,-3.84,2.10,1.37,-3.84,2.10,1.37
ensnare,-1.75,1.43,0.66,-1.75,1.43,0.66
entertain,2.21,1.61,1.94,2.21,1.61,1.94
enthrall,1.67,2.04,1.31,1.67,2.04,1.31
entice,0.13,1.71,0.14,0.13,1.71,0.14
entrap,-2.08,1.08,0.57,-2.08,1.08,0.57
entreat,0.91,0.73,-0.06,0.91,0.73,-0.06
entrust,2.33,2.27,-0.79,2.33,2.27,-0.79
envy,-2.39,-0.92,-0.61,-2.39,-0.92,-0.61
escape,1.55,1.80,0.38,1.55,1.80,0.38
escort,1.41,1.13,0.24,1.41,1.13,0.24
esteem,2.42,1.92,0.62,2.42,1.92,0.62
evade,-0.85,-0.21,-0.29,-0.85,-0.21,-0.29
evaluate,0.57,1.53,-0.48,0.57,1.53,-0.48
evict,-1.89,2.05,1.02,-1.89,2.05,1.02
exalt,0.59,1.07,1.21,0.59,1.07,1.21
examine,0.71,0.95,-1.18,0.71,0.95,-1.18
excite,2.34,2.05,2.49,2.34,2.05,2.49
exclude,-2.54,0.64,-0.30,-2.54,0.64,-0.30
excuse,1.30,1.17,-0.31,1.30,1.17,-0.31
execute,-2.50,2.66,1.24,-2.50,2.66,1.24
exhaust,-0.77,0.86,1.04,-0.77,0.86,1.04
exhibit,-0.67,0.59,0.50,-0.67,0.59,0.50
exile,-2.03,2.13,0.71,-2.03,2.13,0.71
exonerate,1.14,2.26,0.68,1.14,2.26,0.68
exorcise,-0.63,1.43,1.71,-0.63,1.43,1.71
expel,-1.88,2.82,1.36,-1.88,2.82,1.36
experience,2.31,1.90,0.02,2.31,1.90,0.02
explain_something_to,2.40,2.02,0.10,2.40,2.02,0.10
exploit,-2.95,1.58,0.87,-2.95,1.58,0.87
expose,-1.44,1.38,1.18,-1.44,1.38,1.18
exterminate,-3.09,2.72,1.80,-3.09,2.72,1.80
extol,-0.04,0.91,0.84,-0.04,0.91,0.84
extort,-2.46,1.49,0.53,-2.46,1.49,0.53
eye,-0.48,0.39,-0.77,-0.48,0.39,-0.77
fail,-2.49,0.22,-0.08,-2.49,0.22,-0.08
fall_in_love_with,3.01,2.61,0.64,3.01,2.61,0.64
favor,0.52,1.19,0.23,0.52,1.19,0.23
fear,-2.57,-0.84,-0.82,-2.57,-0.84,-0.82
feed_something_to,2.87,2.20,-0.03,2.87,2.20,-0.03
fib_to,-1.91,0.47,0.03,-1.91,0.47,0.03
fight,-2.06,1.09,2.63,-2.06,1.09,2.63
financially_back,1.96,2.39,-0.09,1.96,2.39,-0.09
find,1.98,1.88,0.73,1.98,1.88,0.73
fine,-1.36,1.33,0.44,-1.36,1.33,0.44
fire_from_a_job,-1.19,2.07,0.69,-1.19,2.07,0.69
fix,1.40,2.23,-0.05,1.40,2.23,-0.05
flatter,1.91,1.59,0.96,1.91,1.59,0.96
flee,-0.51,0.19,1.16,-0.51,0.19,1.16
flirt_with,1.85,1.69,0.62,1.85,1.69,0.62
flog,-2.49,1.35,2.16,-2.49,1.35,2.16
flunk,-1.69,1.91,-0.29,-1.69,1.91,-0.29
fluster,-0.24,1.22,0.76,-0.24,1.22,0.76
foil,-0.65,1.21,0.51,-0.65,1.21,0.51
follow,-0.33,-0.15,-1.24,-0.33,-0.15,-1.24
fondle,-0.13,0.89,-0.16,-0.13,0.89,-0.16
fool,-1.99,0.53,0.48,-1.99,0.53,0.48
forbid,-1.24,1.77,0.75,-1.24,1.77,0.75
force,-2.30,1.52,1.83,-2.30,1.52,1.83
forget,-1.64,0.44,-0.99,-1.64,0.44,-0.99
forgive,2.96,2.82,-1.04,2.96,2.82,-1.04
forsake,-2.09,0.67,0.08,-2.09,0.67,0.08
foster,2.70,2.24,-0.06,2.70,2.24,-0.06
frame,-3.48,1.25,-0.28,-3.48,1.25,-0.28
freakout,-1.56,1.20,2.07,-1.56,1.20,2.07
free,2.83,2.57,0.51,2.83,2.57,0.51
frighten,-1.56,1.42,1.72,-1.56,1.42,1.72
frightened,-1.25,1.16,1.51,-1.25,1.16,1.51
frisk,-1.14,1.09,1.07,-1.14,1.09,1.07
frown_at,-1.80,0.39,-1.09,-1.80,0.39,-1.09
frustrate,-1.78,1.00,1.27,-1.78,1.00,1.27
gawk_at,-1.37,-0.28,-0.03,-1.37,-0.28,-0.03
gaze_at,0.92,0.24,-1.61,0.92,0.24,-1.61
get_even_with,-1.60,0.31,0.50,-1.60,0.31,0.50
get_to_know,2.94,2.30,0.11,2.94,2.30,0.11
giggle_at,0.11,0.19,0.91,0.11,0.19,0.91
giggle_with,3.01,1.60,1.79,3.01,1.60,1.79
give_a_raise_to,2.73,2.23,0.52,2.73,2.23,0.52
give_in_to,-1.00,-1.54,-0.84,-1.00,-1.54,-0.84
give_medical_treatment_to,3.08,2.80,1.57,3.08,2.80,1.57
glance_at,0.65,0.07,-0.17,0.65,0.07,-0.17
glare_at,-1.48,0.75,-0.96,-1.48,0.75,-0.96
glorify,0.91,1.21,1.45,0.91,1.21,1.45
glower_at,-1.64,-0.23,-1.13,-1.64,-0.23,-1.13
goad,-1.38,0.33,1.45,-1.38,0.33,1.45
gossip_with,-1.52,0.41,0.95,-1.52,0.41,0.95
grab,-1.31,1.22,1.65,-1.31,1.22,1.65
grade,0.00,2.04,-0.59,0.00,2.04,-0.59
grapple_with,-0.81,0.84,1.53,-0.81,0.84,1.53
grasp,0.43,1.40,0.78,0.43,1.40,0.78
gratify,2.65,2.37,0.88,2.65,2.37,0.88
greet,2.52,1.82,1.31,2.52,1.82,1.31
grieve_for,0.43,0.90,-1.82,0.43,0.90,-1.82
grin_at,2.34,1.73,-0.17,2.34,1.73,-0.17
groom,1.44,0.93,-0.15,1.44,0.93,-0.15
grouse_at,-1.06,-0.20,0.53,-1.06,-0.20,0.53
guard,2.54,2.71,-0.03,2.54,2.71,-0.03
guide,2.68,2.41,-0.43,2.68,2.41,-0.43
haggle_with,-0.28,0.90,1.60,-0.28,0.90,1.60
hail,0.21,0.71,0.93,0.21,0.71,0.93
halt,-0.38,1.53,1.15,-0.38,1.53,1.15
handcuff,-0.98,2.10,1.76,-0.98,2.10,1.76
harangue,-1.40,0.32,1.18,-1.40,0.32,1.18
harass,-2.86,0.36,1.64,-2.86,0.36,1.64
harm,-3.24,1.37,1.32,-3.24,1.37,1.32
hassle,-2.25,0.44,2.03,-2.25,0.44,2.03
hate,-2.72,0.93,-0.03,-2.72,0.93,-0.03
haunt,-2.60,1.87,-0.88,-2.60,1.87,-0.88
have_a_heart_to_heart_talk_with,2.95,2.77,-1.07,2.95,2.77,-1.07
have_an_affair_with,-3.33,0.73,0.33,-3.33,0.73,0.33
have_sex_with,2.01,2.49,1.84,2.01,2.49,1.84
haze,-2.86,1.23,1.66,-2.86,1.23,1.66
heal,3.30,3.18,-0.71,3.30,3.18,-0.71
heckle,-1.93,0.25,1.85,-1.93,0.25,1.85
help,3.54,3.21,0.43,3.54,3.21,0.43
hide,-0.18,0.80,-1.19,-0.18,0.80,-1.19
hide_from,-0.97,-0.91,-1.47,-0.97,-0.91,-1.47
hinder,-1.95,0.45,-0.17,-1.95,0.45,-0.17
hire,2.22,2.37,0.02,2.22,2.37,0.02
hit,-2.68,1.26,2.13,-2.68,1.26,2.13
hold,2.90,2.33,-1.27,2.90,2.33,-1.27
hold_up,-1.28,1.17,0.66,-1.28,1.17,0.66
holler_at,-0.53,0.65,2.54,-0.53,0.65,2.54
honor,3.06,2.82,0.02,3.06,2.82,0.02
hoodwink,-1.75,0.62,0.29,-1.75,0.62,0.29
hookup_with,0.54,0.47,1.82,0.54,0.47,1.82
horrify,-2.29,1.52,1.55,-2.29,1.52,1.55
horse_around_with,0.78,0.98,2.13,0.78,0.98,2.13
hound,-1.44,0.22,1.58,-1.44,0.22,1.58
hug,2.89,2.14,-0.28,2.89,2.14,-0.28
humble,1.76,1.91,-0.57,1.76,1.91,-0.57
humiliate,-3.24,0.82,1.27,-3.24,0.82,1.27
humor,2.19,1.73,1.12,2.19,1.73,1.12
hunt_for,-1.38,1.03,0.05,-1.38,1.03,0.05
hurry,-0.47,0.74,2.04,-0.47,0.74,2.04
hurt,-3.29,1.19,0.90,-3.29,1.19,0.90
hush,-0.76,0.83,0.17,-0.76,0.83,0.17
hustle,-2.33,1.05,1.29,-2.33,1.05,1.29
hypnotize,-0.11,1.92,-0.79,-0.11,1.92,-0.79
idealize,0.12,0.86,0.02,0.12,0.86,0.02
identify,1.22,1.09,0.19,1.22,1.09,0.19
idolize,-0.21,-0.21,0.14,-0.21,-0.21,0.14
ignore,-1.70,0.37,-1.29,-1.70,0.37,-1.29
imitate,-0.87,-0.20,0.69,-0.87,-0.20,0.69
impede,-1.60,1.02,0.94,-1.60,1.02,0.94
implicate,-0.86,0.71,0.48,-0.86,0.71,0.48
implore,0.67,0.68,0.60,0.67,0.68,0.60
imprison,-1.19,2.50,0.08,-1.19,2.50,0.08
incarcerate,-0.49,2.13,0.42,-0.49,2.13,0.42
incite,-0.45,1.31,0.88,-0.45,1.31,0.88
incriminate,-1.27,1.43,1.01,-1.27,1.43,1.01
indoctrinate,-0.16,1.94,0.19,-0.16,1.94,0.19
indulge,0.86,0.92,0.48,0.86,0.92,0.48
influence,0.87,2.51,0.34,0.87,2.51,0.34
inform,2.17,2.13,0.41,2.17,2.13,0.41
infuriate,-2.27,1.59,1.65,-2.27,1.59,1.65
inject_with_medicine,1.00,1.84,-0.37,1.00,1.84,-0.37
injure,-3.02,1.52,1.23,-3.02,1.52,1.23
inspect,-0.07,0.94,-0.29,-0.07,0.94,-0.29
inspire,3.40,3.32,0.42,3.40,3.32,0.42
instruct,2.11,2.39,0.46,2.11,2.39,0.46
insult,-2.55,0.13,1.35,-2.55,0.13,1.35
interest,2.09,1.91,0.56,2.09,1.91,0.56
interfere_with,-1.39,0.84,0.99,-1.39,0.84,0.99
interrogate,-0.79,1.80,0.97,-0.79,1.80,0.97
interrupt,-2.00,0.43,1.86,-2.00,0.43,1.86
interview,1.30,1.75,0.31,1.30,1.75,0.31
intimidate,-1.71,1.57,1.03,-1.71,1.57,1.03
intruder,-2.59,0.88,0.41,-2.59,0.88,0.41
invite,2.43,1.52,0.35,2.43,1.52,0.35
irritate,-2.32,0.62,1.80,-2.32,0.62,1.80
isolate,-2.74,1.41,-1.59,-2.74,1.41,-1.59
jail,-0.35,2.36,0.96,-0.35,2.36,0.96
jeer,-2.16,0.27,1.71,-2.16,0.27,1.71
jest,-0.45,0.27,1.50,-0.45,0.27,1.50
join,1.72,1.63,0.62,1.72,1.63,0.62
joke_with,2.26,1.20,1.94,2.26,1.20,1.94
jolt,-1.11,1.17,1.87,-1.11,1.17,1.87
josh,0.15,0.36,1.15,0.15,0.36,1.15
jostle,-1.05,0.72,1.51,-1.05,0.72,1.51
judge,-1.87,0.73,-0.01,-1.87,0.73,-0.01
kick,-2.45,0.66,1.89,-2.45,0.66,1.89
kid,0.30,0.43,1.29,0.30,0.43,1.29
kill,-4.26,1.95,-0.11,-4.26,1.95,-0.11
kiss,2.48,2.30,0.14,2.48,2.30,0.14
knife,-3.66,1.79,2.17,-3.66,1.79,2.17
knock_out,-2.30,2.33,2.47,-2.30,2.33,2.47
kowtow_to,-1.19,-1.33,0.51,-1.19,-1.33,0.51
laud,1.18,1.09,1.10,1.18,1.09,1.10
laugh_at,-0.56,0.85,1.99,-0.56,0.85,1.99
laugh_with,3.19,2.40,2.48,3.19,2.40,2.48
lay_off_from_a_job,-1.91,1.89,0.35,-1.91,1.89,0.35
lead,2.03,2.56,0.70,2.03,2.56,0.70
leave,-1.73,1.68,-0.16,-1.73,1.68,-0.16
lecture,0.12,1.23,0.89,0.12,1.23,0.89
leer_at,-1.27,-0.04,-0.61,-1.27,-0.04,-0.61
lend_money_to,1.69,1.68,-0.12,1.69,1.68,-0.12
liberate,2.86,2.80,1.15,2.86,2.80,1.15
lie_to,-2.51,0.83,-0.22,-2.51,0.83,-0.22
lift,1.77,2.46,1.28,1.77,2.46,1.28
like,2.51,1.87,0.64,2.51,1.87,0.64
listen_to,2.90,2.09,-1.71,2.90,2.09,-1.71
loathe,-2.39,0.13,-0.07,-2.39,0.13,-0.07
look_at,0.83,0.71,-0.41,0.83,0.71,-0.41
love,3.30,3.13,0.70,3.30,3.13,0.70
lure,-1.02,1.73,-0.85,-1.02,1.73,-0.85
lust_for,0.03,1.20,0.61,0.03,1.20,0.61
make_fun_of,-2.86,0.53,1.82,-2.86,0.53,1.82
make_love_to,3.11,2.82,1.02,3.11,2.82,1.02
malign,-1.85,0.63,0.62,-1.85,0.63,0.62
manipulate,-2.53,1.75,0.62,-2.53,1.75,0.62
marry,2.46,2.21,0.29,2.46,2.21,0.29
massage,2.37,1.00,-1.63,2.37,1.00,-1.63
medicate,1.43,2.11,-0.41,1.43,2.11,-0.41
menace,-2.42,0.90,0.98,-2.42,0.90,0.98
mimic,-0.98,-0.51,1.01,-0.98,-0.51,1.01
misinform,-2.29,0.80,0.34,-2.29,0.80,0.34
misjudge,-2.22,0.30,0.48,-2.22,0.30,0.48
mislead,-2.37,0.80,0.27,-2.37,0.80,0.27
miss,-0.14,0.88,-1.41,-0.14,0.88,-1.41
misunderstand,-1.67,-0.50,-0.24,-1.67,-0.50,-0.24
mock,-2.47,0.00,1.74,-2.47,0.00,1.74
molest,-4.03,1.17,0.48,-4.03,1.17,0.48
monitor,-0.04,1.46,-1.30,-0.04,1.46,-1.30
mortify,-2.57,1.49,1.26,-2.57,1.49,1.26
mother,2.74,2.91,0.24,2.74,2.91,0.24
mouth_off_to,-1.96,0.59,2.21,-1.96,0.59,2.21
mug,-3.35,0.98,1.61,-3.35,0.98,1.61
mumble_to,-0.98,-1.71,-2.11,-0.98,-1.71,-2.11
murder,-4.00,2.34,1.03,-4.00,2.34,1.03
murmur_to,-0.21,-0.79,-2.21,-0.21,-0.79,-2.21
nag,-1.93,-0.31,2.03,-1.93,-0.31,2.03
need,0.69,0.05,-0.09,0.69,0.05,-0.09
needle,-1.60,0.20,0.25,-1.60,0.20,0.25
neglect,-3.18,0.78,-1.30,-3.18,0.78,-1.30
negotiate_with,2.15,2.31,1.11,2.15,2.31,1.11
notice,2.15,1.59,0.04,2.15,1.59,0.04
nudge,0.06,0.10,0.11,0.06,0.10,0.11
nuzzle,1.42,0.26,-1.04,1.42,0.26,-1.04
obey,0.83,-0.25,-0.91,0.83,-0.25,-0.91
observe,0.65,0.61,-1.67,0.65,0.61,-1.67
obstruct,-1.64,1.48,0.96,-1.64,1.48,0.96
offend,-2.35,0.81,1.17,-2.35,0.81,1.17
ogle,-0.83,-0.13,-0.17,-0.83,-0.13,-0.17
oppose,-0.05,1.69,1.09,-0.05,1.69,1.09
oppress,-3.27,1.81,0.28,-3.27,1.81,0.28
order,-0.77,1.78,1.52,-0.77,1.78,1.52
ostracize,-2.74,1.15,0.56,-2.74,1.15,0.56
outdo,0.69,1.81,1.29,0.69,1.81,1.29
outwit,1.11,1.99,1.08,1.11,1.99,1.08
overcharge,-2.66,0.65,0.25,-2.66,0.65,0.25
