term,E,P,A,E2,P2,A2
mistake_for_someone_else,-1.39,-0.80,0.03,-1.39,-0.80,0.03
misunderstand,-1.70,-0.79,-0.56,-1.70,-0.79,-0.56
mock,-2.60,-0.43,1.25,-2.60,-0.43,1.25
molest,-3.78,1.11,1.16,-3.78,1.11,1.16
monitor,-0.29,1.05,-0.42,-0.29,1.05,-0.42
mortify,-2.52,0.59,1.25,-2.52,0.59,1.25
mother,2.32,2.11,0.76,2.32,2.11,0.76
mouth_off_to,-2.00,0.56,2.59,-2.00,0.56,2.59
mug,-3.51,0.88,2.37,-3.51,0.88,2.37
mumble_to,-1.37,-1.68,-1.80,-1.37,-1.68,-1.80
murder,-3.79,1.62,2.08,-3.79,1.62,2.08
murmur_to,-0.10,-0.76,-1.76,-0.10,-0.76,-1.76
nag,-2.24,-0.16,1.80,-2.24,-0.16,1.80
name_as_a_suspect,0.22,1.61,1.06,0.22,1.61,1.06
need,0.59,-0.87,-0.39,0.59,-0.87,-0.39
needle,-1.77,0.14,1.34,-1.77,0.14,1.34
neglect,-3.11,-0.25,-1.67,-3.11,-0.25,-1.67
negotiate_with,1.88,1.65,0.97,1.88,1.65,0.97
notice,1.66,0.93,0.20,1.66,0.93,0.20
notify_of_something,1.45,0.98,0.99,1.45,0.98,0.99
nudge,-0.09,0.06,0.10,-0.09,0.06,0.10
nuzzle,2.07,0.69,-0.63,2.07,0.69,-0.63
obey,0.91,-0.93,-0.73,0.91,-0.93,-0.73
observe,0.74,0.12,-1.24,0.74,0.12,-1.24
obstruct,-1.76,1.43,1.07,-1.76,1.43,1.07
offend,-2.41,0.49,1.24,-2.41,0.49,1.24
ogle,-1.33,-0.45,-0.14,-1.33,-0.45,-0.14
oppose,-0.12,1.44,1.14,-0.12,1.44,1.14
oppress,-3.23,1.03,1.02,-3.23,1.03,1.02
order,-0.55,1.57,1.48,-0.55,1.57,1.48
ostracize,-2.74,0.98,0.73,-2.74,0.98,0.73
outdo,0.90,1.51,1.50,0.90,1.51,1.50
outwit,1.12,1.72,0.96,1.12,1.72,0.96
overcharge,-2.70,0.06,0.06,-2.70,0.06,0.06
overlook,-2.19,0.09,-0.62,-2.19,0.09,-0.62
overrate,-1.42,0.06,0.67,-1.42,0.06,0.67
overwhelm,-1.39,1.21,1.70,-1.39,1.21,1.70
overwork,-2.24,1.15,1.79,-2.24,1.15,1.79
pacify,1.06,0.82,-0.83,1.06,0.82,-0.83
pamper,1.82,1.36,0.27,1.82,1.36,0.27
parody,0.09,0.59,1.59,0.09,0.59,1.59
pat_down,-0.74,1.39,1.19,-0.74,1.39,1.19
patronize,-2.01,-0.18,0.95,-2.01,-0.18,0.95
pay,1.93,1.39,0.41,1.93,1.39,0.41
pay_for,1.57,1.52,0.47,1.57,1.52,0.47
peek_at,-0.84,-0.37,-1.09,-0.84,-0.37,-1.09
peep_at,-2.39,-0.56,-1.25,-2.39,-0.56,-1.25
penalize,-1.01,1.68,1.10,-1.01,1.68,1.10
persecute,-2.21,1.42,1.74,-2.21,1.42,1.74
persuade,0.99,1.45,1.11,0.99,1.45,1.11
pester,-2.11,-0.23,2.05,-2.11,-0.23,2.05
pet,0.94,0.54,-0.51,0.94,0.54,-0.51
photograph,1.42,0.84,0.04,1.42,0.84,0.04
pity,-0.07,-0.09,-0.93,-0.07,-0.09,-0.93
placate,0.16,-0.03,-0.14,0.16,-0.03,-0.14
play_with,1.85,0.88,1.96,1.85,0.88,1.96
plead_with,-0.23,-1.52,1.22,-0.23,-1.52,1.22
please,2.53,1.67,0.59,2.53,1.67,0.59
plot_against,-2.74,0.97,0.09,-2.74,0.97,0.09
point_out_as_a_suspect,0.58,1.57,0.90,0.58,1.57,0.90
poison,-3.69,1.14,-0.99,-3.69,1.14,-0.99
pooh_pooh,-1.75,-0.30,0.27,-1.75,-0.30,0.27
praise,2.77,1.77,1.16,2.77,1.77,1.16
pray_for,2.53,1.46,-1.50,2.53,1.46,-1.50
pray_with,1.74,1.08,-1.78,1.74,1.08,-1.78
preach_to,-0.25,0.73,1.62,-0.25,0.73,1.62
prevent_from_doing_something,0.29,1.88,1.54,0.29,1.88,1.54
prod,-0.85,0.55,1.08,-0.85,0.55,1.08
profess_ones_innocence_to,1.56,0.42,1.11,1.56,0.42,1.11
prompt,1.01,1.02,0.79,1.01,1.02,0.79
propose_marriage_to,2.77,2.54,0.98,2.77,2.54,0.98
prosecute,0.10,2.22,1.30,0.10,2.22,1.30
proselytize,-0.58,0.94,1.39,-0.58,0.94,1.39
protect,3.16,2.72,1.27,3.16,2.72,1.27
protest_ones_innocence_to,1.14,0.45,1.62,1.14,0.45,1.62
provoke,-2.21,0.70,1.85,-2.21,0.70,1.85
psychoanalyze,0.30,1.14,-0.60,0.30,1.14,-0.60
pull_away_from,-0.83,0.66,-0.01,-0.83,0.66,-0.01
punch,-3.07,1.51,2.78,-3.07,1.51,2.78
punish,-0.90,1.67,1.21,-0.90,1.67,1.21
pursue,0.46,1.24,1.45,0.46,1.24,1.45
push,-1.81,0.98,1.86,-1.81,0.98,1.86
quarrel_with,-2.01,0.14,2.30,-2.01,0.14,2.30
query,0.69,0.56,0.67,0.69,0.56,0.67
question,0.78,1.15,0.77,0.78,1.15,0.77
quibble_with,-1.59,-0.22,1.50,-1.59,-0.22,1.50
quiet,-0.12,1.07,0.06,-0.12,1.07,0.06
quiz,0.70,1.06,0.88,0.70,1.06,0.88
raise_the_pay_of,2.65,2.30,0.51,2.65,2.30,0.51
rant_at,-1.73,0.50,2.47,-1.73,0.50,2.47
rape,-3.71,1.26,2.68,-3.71,1.26,2.68
ravish,-0.23,1.37,2.00,-0.23,1.37,2.00
reason_with,2.58,1.78,0.33,2.58,1.78,0.33
reassure,2.66,1.74,0.40,2.66,1.74,0.40
rebel_against,-0.05,1.61,1.89,-0.05,1.61,1.89
rebuff,-0.79,0.80,0.81,-0.79,0.80,0.81
rebuke,-0.36,1.09,1.21,-0.36,1.09,1.21
recognize,1.67,0.99,0.46,1.67,0.99,0.46
recount_something_to,1.02,0.70,0.70,1.02,0.70,0.70
reform,1.43,1.63,0.87,1.43,1.63,0.87
refuse,-0.68,1.25,0.64,-0.68,1.25,0.64
regulate,-0.13,1.70,0.83,-0.13,1.70,0.83
rehabilitate,2.78,2.21,0.49,2.78,2.21,0.49
reject,-1.37,1.14,0.29,-1.37,1.14,0.29
release,1.78,1.92,0.47,1.78,1.92,0.47
relish,1.39,0.54,0.47,1.39,0.54,0.47
remember,2.48,1.43,-0.66,2.48,1.43,-0.66
remind,1.91,1.14,0.44,1.91,1.14,0.44
renounce,-1.45,0.91,0.87,-1.45,0.91,0.87
repel,-1.16,1.17,1.01,-1.16,1.17,1.01
reply_to,1.79,0.72,0.67,1.79,0.72,0.67
report,0.40,1.24,0.96,0.40,1.24,0.96
reprimand,-0.79,1.52,1.41,-0.79,1.52,1.41
reproach,-0.94,0.65,0.92,-0.94,0.65,0.92
repulse,-2.46,0.50,0.84,-2.46,0.50,0.84
request_something_from,0.41,-0.22,0.43,0.41,-0.22,0.43
rescue,3.53,3.08,2.67,3.53,3.08,2.67
respect,2.90,2.10,-0.24,2.90,2.10,-0.24
restrain,-0.99,1.97,2.17,-0.99,1.97,2.17
retaliate_against,-1.85,0.79,1.57,-1.85,0.79,1.57
retell_something_to,0.62,0.44,0.78,0.62,0.44,0.78
revere,1.34,0.29,-0.36,1.34,0.29,-0.36
reward,2.77,2.03,0.97,2.77,2.03,0.97
rib,-0.76,0.09,1.29,-0.76,0.09,1.29
ridicule,-2.60,0.21,1.90,-2.60,0.21,1.90
rob,-3.53,0.86,1.79,-3.53,0.86,1.79
rouse,0.27,1.15,1.69,0.27,1.15,1.69
save,3.52,3.15,2.19,3.52,3.15,2.19
say_farewell_to,-0.41,0.17,-0.33,-0.41,0.17,-0.33
say_goodbye_to,0.03,0.42,-0.23,0.03,0.42,-0.23
scare,-1.71,0.75,1.99,-1.71,0.75,1.99
scheme,-2.70,0.39,0.46,-2.70,0.39,0.46
scoff_at,-2.02,-0.05,0.87,-2.02,-0.05,0.87
scold,-1.21,0.74,1.63,-1.21,0.74,1.63
scorn,-2.06,0.89,1.46,-2.06,0.89,1.46
scowl_at,-2.05,0.16,-0.02,-2.05,0.16,-0.02
scratch,-1.55,0.29,1.23,-1.55,0.29,1.23
scream_at,-2.44,0.90,2.99,-2.44,0.90,2.99
scrutinize,-0.76,0.59,0.45,-0.76,0.59,0.45
search,-0.71,1.36,1.13,-0.71,1.36,1.13
search_for,1.48,0.80,1.61,1.48,0.80,1.61
seduce,0.29,1.65,0.36,0.29,1.65,0.36
see,1.27,0.44,-0.10,1.27,0.44,-0.10
seek_advice_from,2.05,0.36,0.33,2.05,0.36,0.33
seize,-1.75,1.57,2.02,-1.75,1.57,2.02
sell_something_to,1.07,1.01,1.15,1.07,1.01,1.15
sentence,0.10,2.45,0.62,0.10,2.45,0.62
serenade,2.11,1.27,1.25,2.11,1.27,1.25
serve,1.52,0.11,0.91,1.52,0.11,0.91
sexually_arouse,2.06,2.01,1.09,2.06,2.01,1.09
sexually_proposition,-0.89,0.75,1.08,-0.89,0.75,1.08
shaft,-2.76,0.69,1.20,-2.76,0.69,1.20
shake_hands_with,2.02,1.39,0.45,2.02,1.39,0.45
shame,-2.61,-0.07,1.10,-2.61,-0.07,1.10
share_something_with,2.82,1.96,0.46,2.82,1.96,0.46
shield,2.47,2.33,1.46,2.47,2.33,1.46
shock,-0.96,1.12,1.94,-0.96,1.12,1.94
shoot,-3.06,1.61,2.97,-3.06,1.61,2.97
shoplift_from,-3.13,-0.47,0.70,-3.13,-0.47,0.70
short_change,-2.82,-0.34,0.11,-2.82,-0.34,0.11
shout_at,-1.76,0.80,2.48,-1.76,0.80,2.48
shove,-2.81,1.16,2.21,-2.81,1.16,2.21
show_something_to,1.32,0.82,0.53,1.32,0.82,0.53
shun,-2.43,0.28,-0.35,-2.43,0.28,-0.35
shush,-0.75,0.36,0.33,-0.75,0.36,0.33
sicken,-2.82,0.26,0.46,-2.82,0.26,0.46
silence,-1.02,1.35,0.49,-1.02,1.35,0.49
sing_to,2.08,1.34,1.50,2.08,1.34,1.50
sit_next_to,0.88,0.16,-0.79,0.88,0.16,-0.79
slander,-3.02,-0.13,1.19,-3.02,-0.13,1.19
slap,-2.54,0.78,2.52,-2.54,0.78,2.52
slay,-3.13,1.85,2.44,-3.13,1.85,2.44
sleep_with,1.65,1.30,1.12,1.65,1.30,1.12
slug,-2.62,1.36,2.25,-2.62,1.36,2.25
smile_at,2.91,1.88,-0.27,2.91,1.88,-0.27
smirk_at,-0.56,-0.13,-0.33,-0.56,-0.13,-0.33
smother,-2.98,1.35,1.01,-2.98,1.35,1.01
snarl_at,-2.26,0.16,1.38,-2.26,0.16,1.38
sneer_at,-2.24,-0.32,0.06,-2.24,-0.32,0.06
snub,-2.30,0.21,-0.16,-2.30,0.21,-0.16
snuggle,2.76,1.21,-1.50,2.76,1.21,-1.50
sock,-2.48,0.89,2.42,-2.48,0.89,2.42
soothe,3.08,1.85,-1.00,3.08,1.85,-1.00
spare,2.43,2.31,0.29,2.43,2.31,0.29
speak_to,1.58,1.09,1.21,1.58,1.09,1.21
spoil,-0.28,0.87,0.73,-0.28,0.87,0.73
spot,0.92,0.43,0.15,0.92,0.43,0.15
spurn,-2.16,0.18,0.81,-2.16,0.18,0.81
stab,-3.64,1.80,2.59,-3.64,1.80,2.59
stall,-0.97,0.62,0.09,-0.97,0.62,0.09
stammer_at,-1.05,-0.95,0.38,-1.05,-0.95,0.38
stare_at,-1.26,-0.22,-1.37,-1.26,-0.22,-1.37
stare_down,-1.53,0.92,-1.03,-1.53,0.92,-1.03
startle,-1.10,0.89,1.87,-1.10,0.89,1.87
state_something_to,1.02,0.75,0.82,1.02,0.75,0.82
steal_from,-3.30,0.53,0.92,-3.30,0.53,0.92
stop,0.08,1.43,1.22,0.08,1.43,1.22
strangle,-3.48,1.82,2.56,-3.48,1.82,2.56
strip,-1.83,1.45,1.47,-1.83,1.45,1.47
stroke,1.26,0.67,-0.55,1.26,0.67,-0.55
study,0.95,0.82,-1.00,0.95,0.82,-1.00
stun,-0.68,1.00,1.43,-0.68,1.00,1.43
stutter_at,-1.01,-1.32,0.35,-1.01,-1.32,0.35
stymie,-1.71,0.77,0.62,-1.71,0.77,0.62
subdue,-0.87,2.03,1.43,-0.87,2.03,1.43
submit_to,-1.01,-2.27,-1.60,-1.01,-2.27,-1.60
suck_up_to,-1.89,-1.64,0.77,-1.89,-1.64,0.77
sue,-1.02,1.46,1.11,-1.02,1.46,1.11
suggest_something_to,1.09,0.87,0.49,1.09,0.87,0.49
summon,0.30,1.51,0.77,0.30,1.51,0.77
supervise,1.47,2.17,0.65,1.47,2.17,0.65
support,3.02,2.40,0.68,3.02,2.40,0.68
surprise,1.47,1.37,1.93,1.47,1.37,1.93
suspect,-0.99,0.20,-0.11,-0.99,0.20,-0.11
sweet_talk,0.99,0.89,0.32,0.99,0.89,0.32
swindle,-3.09,0.62,1.13,-3.09,0.62,1.13
sympathize_with,2.87,1.67,-0.86,2.87,1.67,-0.86
tackle,-0.88,2.23,2.95,-0.88,2.23,2.95
take_into_custody,0.17,2.28,1.88,0.17,2.28,1.88
take_the_side_of,1.15,1.33,0.79,1.15,1.33,0.79
talk_down_to,-2.71,-0.65,1.16,-2.71,-0.65,1.16
talk_to,2.31,1.22,1.31,2.31,1.22,1.31
tantalize,0.18,1.37,1.06,0.18,1.37,1.06
taunt,-2.66,-0.10,1.92,-2.66,-0.10,1.92
teach,3.02,2.27,1.11,3.02,2.27,1.11
tease,-1.84,0.10,1.47,-1.84,0.10,1.47
tell_off,-1.33,0.92,2.11,-1.33,0.92,2.11
tell_something_to,0.93,0.84,0.84,0.93,0.84,0.84
tell_to_shut_up,-1.80,0.65,1.82,-1.80,0.65,1.82
tempt,-1.21,1.06,0.59,-1.21,1.06,0.59
terrorize,-3.59,0.92,2.24,-3.59,0.92,2.24
test,0.48,0.88,0.37,0.48,0.88,0.37
thank,3.18,2.17,0.78,3.18,2.17,0.78
threaten,-2.88,0.73,1.83,-2.88,0.73,1.83
thrill,2.26,1.99,2.06,2.26,1.99,2.06
tickle,0.83,1.08,2.38,0.83,1.08,2.38
tip,2.51,1.50,0.00,2.51,1.50,0.00
titillate,1.08,1.18,1.30,1.08,1.18,1.30
toast,2.20,1.35,1.44,2.20,1.35,1.44
torment,-3.32,0.82,1.88,-3.32,0.82,1.88
torture,-3.55,1.73,2.10,-3.55,1.73,2.10
touch,1.07,1.29,0.30,1.07,1.29,0.30
train,2.40,2.01,1.25,2.40,2.01,1.25
transact_business_with,1.76,1.24,0.92,1.76,1.24,0.92
trap,-2.67,1.35,0.93,-2.67,1.35,0.93
treat,2.62,1.82,0.79,2.62,1.82,0.79
trick,-2.28,0.56,0.90,-2.28,0.56,0.90
trust,2.25,1.65,-0.70,2.25,1.65,-0.70
turn_to,1.60,0.35,-0.05,1.60,0.35,-0.05
underestimate,-1.87,-1.14,-0.63,-1.87,-1.14,-0.63
undermine,-2.45,0.43,0.42,-2.45,0.43,0.42
underpay,-3.13,0.31,-0.87,-3.13,0.31,-0.87
underrate,-1.84,-0.49,-0.41,-1.84,-0.49,-0.41
understand,2.96,2.08,-0.67,2.96,2.08,-0.67
undress,0.99,1.37,0.15,0.99,1.37,0.15
unfriend,-1.21,0.95,-0.33,-1.21,0.95,-0.33
unnerve,-2.06,0.88,1.26,-2.06,0.88,1.26
uplift,3.20,2.47,0.92,3.20,2.47,0.92
upset,-2.59,0.58,1.22,-2.59,0.58,1.22
upstage,-1.43,1.11,1.68,-1.43,1.11,1.68
urge,0.94,1.15,1.16,0.94,1.15,1.16
use,-2.73,0.56,0.86,-2.73,0.56,0.86
vaccinate,2.76,2.02,0.35,2.76,2.02,0.35
value,2.84,1.70,-0.04,2.84,1.70,-0.04
vex,-1.64,0.15,0.85,-1.64,0.15,0.85
victimize,-3.41,0.51,1.68,-3.41,0.51,1.68
visit,2.28,1.33,0.94,2.28,1.33,0.94
vouch_for,2.08,1.76,0.99,2.08,1.76,0.99
wait_on,0.36,-0.81,-0.82,0.36,-0.81,-0.82
walk_out_on,-2.12,0.60,1.11,-2.12,0.60,1.11
warn,2.37,1.87,1.75,2.37,1.87,1.75
wash,1.79,0.99,0.49,1.79,0.99,0.49
watch,0.25,-0.14,-1.61,0.25,-0.14,-1.61
wed,2.30,1.95,1.22,2.30,1.95,1.22
welcome,2.85,1.84,1.21,2.85,1.84,1.21
wheedle,-1.47,-0.05,0.86,-1.47,-0.05,0.86
whine_to,-1.97,-1.82,1.20,-1.97,-1.82,1.20
whip,-3.16,1.87,2.74,-3.16,1.87,2.74
whisper_to,0.61,-0.17,-2.10,0.61,-0.17,-2.10
wink_at,1.11,0.63,-0.02,1.11,0.63,-0.02
witness,0.72,0.54,-0.34,0.72,0.54,-0.34
work,-0.20,0.99,1.02,-0.20,0.99,1.02
worship,-0.38,-0.38,-0.10,-0.38,-0.38,-0.10
wrestle_with,-0.14,1.61,2.65,-0.14,1.61,2.65
wrong,-2.94,-0.05,0.83,-2.94,-0.05,0.83
yell_at,-2.27,0.72,2.73,-2.27,0.72,2.73
yield_to,0.51,-0.99,-1.21,0.51,-0.99,-1.21
